"file","source_table","row_id","customer_id","date","created_at","edited_date"
"notes_464_cust-1062.svg","notes","464","1062","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_465_cust-1063.svg","notes","465","1063","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_468_cust-1072.svg","notes","468","1072","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_555_cust-1158.svg","notes","555","1158","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_698_cust-240.svg","notes","698","240","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_803_cust-377.svg","notes","803","377","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_833_cust-405.svg","notes","833","405","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_897_cust-522.svg","notes","897","522","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_898_cust-523.svg","notes","898","523","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_901_cust-532.svg","notes","901","532","2026-03-28","2026-03-28 00:00:00+00","null"
"notes_992_cust-631.svg","notes","992","631","2026-03-28","2026-03-28 00:00:00+00","null"
"note_versions_6_cust-1162.svg","note_versions","6","1162","2026-04-01","2026-04-01 00:00:00+00","2026-04-03"
"note_versions_7_cust-1162.svg","note_versions","7","1162","2026-04-01","2026-04-01 00:00:00+00","2026-04-03"
"notes_559_cust-1162.svg","notes","559","1162","2026-04-01","2026-04-01 00:00:00+00","2026-04-03"
"note_versions_5_cust-1162.svg","note_versions","5","1162","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1023_cust-1195.svg","notes","1023","1195","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1186_cust-1363.svg","notes","1186","1363","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1190_cust-1370.svg","notes","1190","1370","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1369_cust-1610.svg","notes","1369","1610","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1425_cust-1653.svg","notes","1425","1653","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1426_cust-1654.svg","notes","1426","1654","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_178_cust-662.svg","notes","178","662","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_24_cust-482.svg","notes","24","482","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_328_cust-841.svg","notes","328","841","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_331_cust-850.svg","notes","331","850","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_503_cust-1110.svg","notes","503","1110","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_556_cust-1159.svg","notes","556","1159","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_591_cust-122.svg","notes","591","122","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_754_cust-301.svg","notes","754","301","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_758_cust-310.svg","notes","758","310","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_937_cust-577.svg","notes","937","577","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_993_cust-632.svg","notes","993","632","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_994_cust-633.svg","notes","994","633","2026-04-01","2026-04-01 00:00:00+00","null"
"notes_1015_cust-1191.svg","notes","1015","1191","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1033_cust-1203.svg","notes","1033","1203","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1062_cust-1236.svg","notes","1062","1236","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1117_cust-1286.svg","notes","1117","1286","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1179_cust-1356.svg","notes","1179","1356","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1239_cust-1433.svg","notes","1239","1433","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1260_cust-1457.svg","notes","1260","1457","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1307_cust-1554.svg","notes","1307","1554","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_583_cust-118.svg","notes","583","118","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_601_cust-130.svg","notes","601","130","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_630_cust-166.svg","notes","630","166","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_685_cust-219.svg","notes","685","219","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_747_cust-294.svg","notes","747","294","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_807_cust-379.svg","notes","807","379","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_828_cust-403.svg","notes","828","403","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_875_cust-513.svg","notes","875","513","2026-04-04","2026-04-04 00:00:00+00","null"
"notes_1416_cust-1646.svg","notes","1416","1646","2026-04-08","2026-04-08 00:00:00+00","2026-04-08"
"notes_984_cust-625.svg","notes","984","625","2026-04-08","2026-04-08 00:00:00+00","2026-04-08"
"notes_1073_cust-1249.svg","notes","1073","1249","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_1079_cust-1275.svg","notes","1079","1275","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_1283_cust-1494.svg","notes","1283","1494","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_1289_cust-1508.svg","notes","1289","1508","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_1388_cust-1624.svg","notes","1388","1624","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_641_cust-180.svg","notes","641","180","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_647_cust-208.svg","notes","647","208","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_851_cust-446.svg","notes","851","446","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_857_cust-463.svg","notes","857","463","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_956_cust-601.svg","notes","956","601","2026-04-08","2026-04-08 00:00:00+00","null"
"notes_1057_cust-1235.svg","notes","1057","1235","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1173_cust-1354.svg","notes","1173","1354","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1183_cust-1360.svg","notes","1183","1360","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1189_cust-1365.svg","notes","1189","1365","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1193_cust-1375.svg","notes","1193","1375","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1346_cust-1596.svg","notes","1346","1596","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1391_cust-1626.svg","notes","1391","1626","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_625_cust-165.svg","notes","625","165","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_741_cust-292.svg","notes","741","292","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_751_cust-298.svg","notes","751","298","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_757_cust-304.svg","notes","757","304","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_761_cust-316.svg","notes","761","316","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_914_cust-556.svg","notes","914","556","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_959_cust-603.svg","notes","959","603","2026-04-10","2026-04-10 00:00:00+00","null"
"notes_1037_cust-1205.svg","notes","1037","1205","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_1041_cust-1210.svg","notes","1041","1210","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_1066_cust-1237.svg","notes","1066","1237","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_1159_cust-1335.svg","notes","1159","1335","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_1427_cust-1655.svg","notes","1427","1655","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_605_cust-132.svg","notes","605","132","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_609_cust-152.svg","notes","609","152","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_634_cust-167.svg","notes","634","167","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_727_cust-272.svg","notes","727","272","2026-04-11","2026-04-11 00:00:00+00","null"
"notes_995_cust-634.svg","notes","995","634","2026-04-11","2026-04-11 00:00:00+00","null"
